4 76
Z4xZ19
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75
43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28 65 26 63 24 61 22 59 20 57 18 55 16 53 14 51 12 49 10 47 8 45 6
44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43
45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28 65 26 63 24 61 22 59 20 57 18 55 16 53 14 51 12 49 10 47 8
46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45
47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28 65 26 63 24 61 22 59 20 57 18 55 16 53 14 51 12 49 10
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28 65 26 63 24 61 22 59 20 57 18 55 16 53 14 51 12
50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28 65 26 63 24 61 22 59 20 57 18 55 16 53 14
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51
53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28 65 26 63 24 61 22 59 20 57 18 55 16
54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53
55 16 53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28 65 26 63 24 61 22 59 20 57 18
56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55
57 18 55 16 53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28 65 26 63 24 61 22 59 20
58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57
59 20 57 18 55 16 53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28 65 26 63 24 61 22
60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
61 22 59 20 57 18 55 16 53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28 65 26 63 24
62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61
63 24 61 22 59 20 57 18 55 16 53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28 65 26
64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63
65 26 63 24 61 22 59 20 57 18 55 16 53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30 67 28
66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65
67 28 65 26 63 24 61 22 59 20 57 18 55 16 53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32 69 30
68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67
69 30 67 28 65 26 63 24 61 22 59 20 57 18 55 16 53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34 71 32
70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69
71 32 69 30 67 28 65 26 63 24 61 22 59 20 57 18 55 16 53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36 73 34
72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71
73 34 71 32 69 30 67 28 65 26 63 24 61 22 59 20 57 18 55 16 53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38 75 36
74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73
75 36 73 34 71 32 69 30 67 28 65 26 63 24 61 22 59 20 57 18 55 16 53 14 51 12 49 10 47 8 45 6 43 4 41 2 39 0 37 74 35 72 33 70 31 68 29 66 27 64 25 62 23 60 21 58 19 56 17 54 15 52 13 50 11 48 9 46 7 44 5 42 3 40 1 38
