52 48
Z16xZ3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
40 41 39 46 47 45 43 44 42 37 38 36 4 5 3 10 11 9 7 8 6 1 2 0 16 17 15 22 23 21 19 20 18 13 14 12 28 29 27 34 35 33 31 32 30 25 26 24
41 39 40 44 42 43 38 36 37 47 45 46 5 3 4 8 6 7 2 0 1 11 9 10 17 15 16 20 18 19 14 12 13 23 21 22 29 27 28 32 30 31 26 24 25 35 33 34
42 43 44 45 46 47 36 37 38 39 40 41 6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17 30 31 32 33 34 35 24 25 26 27 28 29
43 44 42 37 38 36 40 41 39 46 47 45 7 8 6 1 2 0 4 5 3 10 11 9 19 20 18 13 14 12 16 17 15 22 23 21 31 32 30 25 26 24 28 29 27 34 35 33
44 42 43 41 39 40 47 45 46 38 36 37 8 6 7 5 3 4 11 9 10 2 0 1 20 18 19 17 15 16 23 21 22 14 12 13 32 30 31 29 27 28 35 33 34 26 24 25
45 46 47 42 43 44 39 40 41 36 37 38 9 10 11 6 7 8 3 4 5 0 1 2 21 22 23 18 19 20 15 16 17 12 13 14 33 34 35 30 31 32 27 28 29 24 25 26
46 47 45 40 41 39 37 38 36 43 44 42 10 11 9 4 5 3 1 2 0 7 8 6 22 23 21 16 17 15 13 14 12 19 20 18 34 35 33 28 29 27 25 26 24 31 32 30
47 45 46 38 36 37 44 42 43 41 39 40 11 9 10 2 0 1 8 6 7 5 3 4 23 21 22 14 12 13 20 18 19 17 15 16 35 33 34 26 24 25 32 30 31 29 27 28
Z2xZ2:Z2xZ2xZ3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 2 0 4 5 3 7 8 6 10 11 9 25 26 24 28 29 27 31 32 30 34 35 33 37 38 36 40 41 39 43 44 42 46 47 45 13 14 12 16 17 15 19 20 18 22 23 21
2 0 1 5 3 4 8 6 7 11 9 10 38 36 37 41 39 40 44 42 43 47 45 46 14 12 13 17 15 16 20 18 19 23 21 22 26 24 25 29 27 28 32 30 31 35 33 34
3 4 5 0 1 2 9 10 11 6 7 8 15 16 17 12 13 14 21 22 23 18 19 20 27 28 29 24 25 26 33 34 35 30 31 32 39 40 41 36 37 38 45 46 47 42 43 44
4 5 3 1 2 0 10 11 9 7 8 6 28 29 27 25 26 24 34 35 33 31 32 30 40 41 39 37 38 36 46 47 45 43 44 42 16 17 15 13 14 12 22 23 21 19 20 18
5 3 4 2 0 1 11 9 10 8 6 7 41 39 40 38 36 37 47 45 46 44 42 43 17 15 16 14 12 13 23 21 22 20 18 19 29 27 28 26 24 25 35 33 34 32 30 31
6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17 30 31 32 33 34 35 24 25 26 27 28 29 42 43 44 45 46 47 36 37 38 39 40 41
7 8 6 10 11 9 1 2 0 4 5 3 31 32 30 34 35 33 25 26 24 28 29 27 43 44 42 46 47 45 37 38 36 40 41 39 19 20 18 22 23 21 13 14 12 16 17 15
8 6 7 11 9 10 2 0 1 5 3 4 44 42 43 47 45 46 38 36 37 41 39 40 20 18 19 23 21 22 14 12 13 17 15 16 32 30 31 35 33 34 26 24 25 29 27 28
9 10 11 6 7 8 3 4 5 0 1 2 21 22 23 18 19 20 15 16 17 12 13 14 33 34 35 30 31 32 27 28 29 24 25 26 45 46 47 42 43 44 39 40 41 36 37 38
10 11 9 7 8 6 4 5 3 1 2 0 34 35 33 31 32 30 28 29 27 25 26 24 46 47 45 43 44 42 40 41 39 37 38 36 22 23 21 19 20 18 16 17 15 13 14 12
11 9 10 8 6 7 5 3 4 2 0 1 47 45 46 44 42 43 41 39 40 38 36 37 23 21 22 20 18 19 17 15 16 14 12 13 35 33 34 32 30 31 29 27 28 26 24 25
12 13 14 15 16 17 18 19 20 21 22 23 0 1 2 3 4 5 6 7 8 9 10 11 36 37 38 39 40 41 42 43 44 45 46 47 24 25 26 27 28 29 30 31 32 33 34 35
13 14 12 16 17 15 19 20 18 22 23 21 37 38 36 40 41 39 43 44 42 46 47 45 25 26 24 28 29 27 31 32 30 34 35 33 1 2 0 4 5 3 7 8 6 10 11 9
14 12 13 17 15 16 20 18 19 23 21 22 26 24 25 29 27 28 32 30 31 35 33 34 2 0 1 5 3 4 8 6 7 11 9 10 38 36 37 41 39 40 44 42 43 47 45 46
15 16 17 12 13 14 21 22 23 18 19 20 3 4 5 0 1 2 9 10 11 6 7 8 39 40 41 36 37 38 45 46 47 42 43 44 27 28 29 24 25 26 33 34 35 30 31 32
16 17 15 13 14 12 22 23 21 19 20 18 40 41 39 37 38 36 46 47 45 43 44 42 28 29 27 25 26 24 34 35 33 31 32 30 4 5 3 1 2 0 10 11 9 7 8 6
17 15 16 14 12 13 23 21 22 20 18 19 29 27 28 26 24 25 35 33 34 32 30 31 5 3 4 2 0 1 11 9 10 8 6 7 41 39 40 38 36 37 47 45 46 44 42 43
18 19 20 21 22 23 12 13 14 15 16 17 6 7 8 9 10 11 0 1 2 3 4 5 42 43 44 45 46 47 36 37 38 39 40 41 30 31 32 33 34 35 24 25 26 27 28 29
19 20 18 22 23 21 13 14 12 16 17 15 43 44 42 46 47 45 37 38 36 40 41 39 31 32 30 34 35 33 25 26 24 28 29 27 7 8 6 10 11 9 1 2 0 4 5 3
20 18 19 23 21 22 14 12 13 17 15 16 32 30 31 35 33 34 26 24 25 29 27 28 8 6 7 11 9 10 2 0 1 5 3 4 44 42 43 47 45 46 38 36 37 41 39 40
21 22 23 18 19 20 15 16 17 12 13 14 9 10 11 6 7 8 3 4 5 0 1 2 45 46 47 42 43 44 39 40 41 36 37 38 33 34 35 30 31 32 27 28 29 24 25 26
22 23 21 19 20 18 16 17 15 13 14 12 46 47 45 43 44 42 40 41 39 37 38 36 34 35 33 31 32 30 28 29 27 25 26 24 10 11 9 7 8 6 4 5 3 1 2 0
23 21 22 20 18 19 17 15 16 14 12 13 35 33 34 32 30 31 29 27 28 26 24 25 11 9 10 8 6 7 5 3 4 2 0 1 47 45 46 44 42 43 41 39 40 38 36 37
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 26 24 28 29 27 31 32 30 34 35 33 1 2 0 4 5 3 7 8 6 10 11 9 13 14 12 16 17 15 19 20 18 22 23 21 37 38 36 40 41 39 43 44 42 46 47 45
26 24 25 29 27 28 32 30 31 35 33 34 14 12 13 17 15 16 20 18 19 23 21 22 38 36 37 41 39 40 44 42 43 47 45 46 2 0 1 5 3 4 8 6 7 11 9 10
27 28 29 24 25 26 33 34 35 30 31 32 39 40 41 36 37 38 45 46 47 42 43 44 3 4 5 0 1 2 9 10 11 6 7 8 15 16 17 12 13 14 21 22 23 18 19 20
28 29 27 25 26 24 34 35 33 31 32 30 4 5 3 1 2 0 10 11 9 7 8 6 16 17 15 13 14 12 22 23 21 19 20 18 40 41 39 37 38 36 46 47 45 43 44 42
29 27 28 26 24 25 35 33 34 32 30 31 17 15 16 14 12 13 23 21 22 20 18 19 41 39 40 38 36 37 47 45 46 44 42 43 5 3 4 2 0 1 11 9 10 8 6 7
30 31 32 33 34 35 24 25 26 27 28 29 42 43 44 45 46 47 36 37 38 39 40 41 6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17
31 32 30 34 35 33 25 26 24 28 29 27 7 8 6 10 11 9 1 2 0 4 5 3 19 20 18 22 23 21 13 14 12 16 17 15 43 44 42 46 47 45 37 38 36 40 41 39
32 30 31 35 33 34 26 24 25 29 27 28 20 18 19 23 21 22 14 12 13 17 15 16 44 42 43 47 45 46 38 36 37 41 39 40 8 6 7 11 9 10 2 0 1 5 3 4
33 34 35 30 31 32 27 28 29 24 25 26 45 46 47 42 43 44 39 40 41 36 37 38 9 10 11 6 7 8 3 4 5 0 1 2 21 22 23 18 19 20 15 16 17 12 13 14
34 35 33 31 32 30 28 29 27 25 26 24 10 11 9 7 8 6 4 5 3 1 2 0 22 23 21 19 20 18 16 17 15 13 14 12 46 47 45 43 44 42 40 41 39 37 38 36
35 33 34 32 30 31 29 27 28 26 24 25 23 21 22 20 18 19 17 15 16 14 12 13 47 45 46 44 42 43 41 39 40 38 36 37 11 9 10 8 6 7 5 3 4 2 0 1
36 37 38 39 40 41 42 43 44 45 46 47 24 25 26 27 28 29 30 31 32 33 34 35 12 13 14 15 16 17 18 19 20 21 22 23 0 1 2 3 4 5 6 7 8 9 10 11
37 38 36 40 41 39 43 44 42 46 47 45 13 14 12 16 17 15 19 20 18 22 23 21 1 2 0 4 5 3 7 8 6 10 11 9 25 26 24 28 29 27 31 32 30 34 35 33
38 36 37 41 39 40 44 42 43 47 45 46 2 0 1 5 3 4 8 6 7 11 9 10 26 24 25 29 27 28 32 30 31 35 33 34 14 12 13 17 15 16 20 18 19 23 21 22
39 40 41 36 37 38 45 46 47 42 43 44 27 28 29 24 25 26 33 34 35 30 31 32 15 16 17 12 13 14 21 22 23 18 19 20 3 4 5 0 1 2 9 10 11 6 7 8
40 41 39 37 38 36 46 47 45 43 44 42 16 17 15 13 14 12 22 23 21 19 20 18 4 5 3 1 2 0 10 11 9 7 8 6 28 29 27 25 26 24 34 35 33 31 32 30
41 39 40 38 36 37 47 45 46 44 42 43 5 3 4 2 0 1 11 9 10 8 6 7 29 27 28 26 24 25 35 33 34 32 30 31 17 15 16 14 12 13 23 21 22 20 18 19
42 43 44 45 46 47 36 37 38 39 40 41 30 31 32 33 34 35 24 25 26 27 28 29 18 19 20 21 22 23 12 13 14 15 16 17 6 7 8 9 10 11 0 1 2 3 4 5
43 44 42 46 47 45 37 38 36 40 41 39 19 20 18 22 23 21 13 14 12 16 17 15 7 8 6 10 11 9 1 2 0 4 5 3 31 32 30 34 35 33 25 26 24 28 29 27
44 42 43 47 45 46 38 36 37 41 39 40 8 6 7 11 9 10 2 0 1 5 3 4 32 30 31 35 33 34 26 24 25 29 27 28 20 18 19 23 21 22 14 12 13 17 15 16
45 46 47 42 43 44 39 40 41 36 37 38 33 34 35 30 31 32 27 28 29 24 25 26 21 22 23 18 19 20 15 16 17 12 13 14 9 10 11 6 7 8 3 4 5 0 1 2
46 47 45 43 44 42 40 41 39 37 38 36 22 23 21 19 20 18 16 17 15 13 14 12 10 11 9 7 8 6 4 5 3 1 2 0 34 35 33 31 32 30 28 29 27 25 26 24
47 45 46 44 42 43 41 39 40 38 36 37 11 9 10 8 6 7 5 3 4 2 0 1 35 33 34 32 30 31 29 27 28 26 24 25 23 21 22 20 18 19 17 15 16 14 12 13
Z2xZ2:D12
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 0 11 10 9 8 7 6 5 4 3 2 13 12 23 22 21 20 19 18 17 16 15 14 37 36 47 46 45 44 43 42 41 40 39 38 25 24 35 34 33 32 31 30 29 28 27 26
2 3 4 5 6 7 8 9 10 11 0 1 26 27 28 29 30 31 32 33 34 35 24 25 38 39 40 41 42 43 44 45 46 47 36 37 14 15 16 17 18 19 20 21 22 23 12 13
3 2 1 0 11 10 9 8 7 6 5 4 27 26 25 24 35 34 33 32 31 30 29 28 15 14 13 12 23 22 21 20 19 18 17 16 39 38 37 36 47 46 45 44 43 42 41 40
4 5 6 7 8 9 10 11 0 1 2 3 40 41 42 43 44 45 46 47 36 37 38 39 16 17 18 19 20 21 22 23 12 13 14 15 28 29 30 31 32 33 34 35 24 25 26 27
5 4 3 2 1 0 11 10 9 8 7 6 41 40 39 38 37 36 47 46 45 44 43 42 29 28 27 26 25 24 35 34 33 32 31 30 17 16 15 14 13 12 23 22 21 20 19 18
6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17 30 31 32 33 34 35 24 25 26 27 28 29 42 43 44 45 46 47 36 37 38 39 40 41
7 6 5 4 3 2 1 0 11 10 9 8 19 18 17 16 15 14 13 12 23 22 21 20 43 42 41 40 39 38 37 36 47 46 45 44 31 30 29 28 27 26 25 24 35 34 33 32
8 9 10 11 0 1 2 3 4 5 6 7 32 33 34 35 24 25 26 27 28 29 30 31 44 45 46 47 36 37 38 39 40 41 42 43 20 21 22 23 12 13 14 15 16 17 18 19
9 8 7 6 5 4 3 2 1 0 11 10 33 32 31 30 29 28 27 26 25 24 35 34 21 20 19 18 17 16 15 14 13 12 23 22 45 44 43 42 41 40 39 38 37 36 47 46
10 11 0 1 2 3 4 5 6 7 8 9 46 47 36 37 38 39 40 41 42 43 44 45 22 23 12 13 14 15 16 17 18 19 20 21 34 35 24 25 26 27 28 29 30 31 32 33
11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12
12 13 14 15 16 17 18 19 20 21 22 23 0 1 2 3 4 5 6 7 8 9 10 11 36 37 38 39 40 41 42 43 44 45 46 47 24 25 26 27 28 29 30 31 32 33 34 35
13 12 23 22 21 20 19 18 17 16 15 14 1 0 11 10 9 8 7 6 5 4 3 2 25 24 35 34 33 32 31 30 29 28 27 26 37 36 47 46 45 44 43 42 41 40 39 38
14 15 16 17 18 19 20 21 22 23 12 13 38 39 40 41 42 43 44 45 46 47 36 37 26 27 28 29 30 31 32 33 34 35 24 25 2 3 4 5 6 7 8 9 10 11 0 1
15 14 13 12 23 22 21 20 19 18 17 16 39 38 37 36 47 46 45 44 43 42 41 40 3 2 1 0 11 10 9 8 7 6 5 4 27 26 25 24 35 34 33 32 31 30 29 28
16 17 18 19 20 21 22 23 12 13 14 15 28 29 30 31 32 33 34 35 24 25 26 27 4 5 6 7 8 9 10 11 0 1 2 3 40 41 42 43 44 45 46 47 36 37 38 39
17 16 15 14 13 12 23 22 21 20 19 18 29 28 27 26 25 24 35 34 33 32 31 30 41 40 39 38 37 36 47 46 45 44 43 42 5 4 3 2 1 0 11 10 9 8 7 6
18 19 20 21 22 23 12 13 14 15 16 17 6 7 8 9 10 11 0 1 2 3 4 5 42 43 44 45 46 47 36 37 38 39 40 41 30 31 32 33 34 35 24 25 26 27 28 29
19 18 17 16 15 14 13 12 23 22 21 20 7 6 5 4 3 2 1 0 11 10 9 8 31 30 29 28 27 26 25 24 35 34 33 32 43 42 41 40 39 38 37 36 47 46 45 44
20 21 22 23 12 13 14 15 16 17 18 19 44 45 46 47 36 37 38 39 40 41 42 43 32 33 34 35 24 25 26 27 28 29 30 31 8 9 10 11 0 1 2 3 4 5 6 7
21 20 19 18 17 16 15 14 13 12 23 22 45 44 43 42 41 40 39 38 37 36 47 46 9 8 7 6 5 4 3 2 1 0 11 10 33 32 31 30 29 28 27 26 25 24 35 34
22 23 12 13 14 15 16 17 18 19 20 21 34 35 24 25 26 27 28 29 30 31 32 33 10 11 0 1 2 3 4 5 6 7 8 9 46 47 36 37 38 39 40 41 42 43 44 45
23 22 21 20 19 18 17 16 15 14 13 12 35 34 33 32 31 30 29 28 27 26 25 24 47 46 45 44 43 42 41 40 39 38 37 36 11 10 9 8 7 6 5 4 3 2 1 0
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 24 35 34 33 32 31 30 29 28 27 26 37 36 47 46 45 44 43 42 41 40 39 38 13 12 23 22 21 20 19 18 17 16 15 14 1 0 11 10 9 8 7 6 5 4 3 2
26 27 28 29 30 31 32 33 34 35 24 25 2 3 4 5 6 7 8 9 10 11 0 1 14 15 16 17 18 19 20 21 22 23 12 13 38 39 40 41 42 43 44 45 46 47 36 37
27 26 25 24 35 34 33 32 31 30 29 28 3 2 1 0 11 10 9 8 7 6 5 4 39 38 37 36 47 46 45 44 43 42 41 40 15 14 13 12 23 22 21 20 19 18 17 16
28 29 30 31 32 33 34 35 24 25 26 27 16 17 18 19 20 21 22 23 12 13 14 15 40 41 42 43 44 45 46 47 36 37 38 39 4 5 6 7 8 9 10 11 0 1 2 3
29 28 27 26 25 24 35 34 33 32 31 30 17 16 15 14 13 12 23 22 21 20 19 18 5 4 3 2 1 0 11 10 9 8 7 6 41 40 39 38 37 36 47 46 45 44 43 42
30 31 32 33 34 35 24 25 26 27 28 29 42 43 44 45 46 47 36 37 38 39 40 41 6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17
31 30 29 28 27 26 25 24 35 34 33 32 43 42 41 40 39 38 37 36 47 46 45 44 19 18 17 16 15 14 13 12 23 22 21 20 7 6 5 4 3 2 1 0 11 10 9 8
32 33 34 35 24 25 26 27 28 29 30 31 8 9 10 11 0 1 2 3 4 5 6 7 20 21 22 23 12 13 14 15 16 17 18 19 44 45 46 47 36 37 38 39 40 41 42 43
33 32 31 30 29 28 27 26 25 24 35 34 9 8 7 6 5 4 3 2 1 0 11 10 45 44 43 42 41 40 39 38 37 36 47 46 21 20 19 18 17 16 15 14 13 12 23 22
34 35 24 25 26 27 28 29 30 31 32 33 22 23 12 13 14 15 16 17 18 19 20 21 46 47 36 37 38 39 40 41 42 43 44 45 10 11 0 1 2 3 4 5 6 7 8 9
35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36
36 37 38 39 40 41 42 43 44 45 46 47 24 25 26 27 28 29 30 31 32 33 34 35 12 13 14 15 16 17 18 19 20 21 22 23 0 1 2 3 4 5 6 7 8 9 10 11
37 36 47 46 45 44 43 42 41 40 39 38 25 24 35 34 33 32 31 30 29 28 27 26 1 0 11 10 9 8 7 6 5 4 3 2 13 12 23 22 21 20 19 18 17 16 15 14
38 39 40 41 42 43 44 45 46 47 36 37 14 15 16 17 18 19 20 21 22 23 12 13 2 3 4 5 6 7 8 9 10 11 0 1 26 27 28 29 30 31 32 33 34 35 24 25
39 38 37 36 47 46 45 44 43 42 41 40 15 14 13 12 23 22 21 20 19 18 17 16 27 26 25 24 35 34 33 32 31 30 29 28 3 2 1 0 11 10 9 8 7 6 5 4
40 41 42 43 44 45 46 47 36 37 38 39 4 5 6 7 8 9 10 11 0 1 2 3 28 29 30 31 32 33 34 35 24 25 26 27 16 17 18 19 20 21 22 23 12 13 14 15
41 40 39 38 37 36 47 46 45 44 43 42 5 4 3 2 1 0 11 10 9 8 7 6 17 16 15 14 13 12 23 22 21 20 19 18 29 28 27 26 25 24 35 34 33 32 31 30
42 43 44 45 46 47 36 37 38 39 40 41 30 31 32 33 34 35 24 25 26 27 28 29 18 19 20 21 22 23 12 13 14 15 16 17 6 7 8 9 10 11 0 1 2 3 4 5
43 42 41 40 39 38 37 36 47 46 45 44 31 30 29 28 27 26 25 24 35 34 33 32 7 6 5 4 3 2 1 0 11 10 9 8 19 18 17 16 15 14 13 12 23 22 21 20
44 45 46 47 36 37 38 39 40 41 42 43 20 21 22 23 12 13 14 15 16 17 18 19 8 9 10 11 0 1 2 3 4 5 6 7 32 33 34 35 24 25 26 27 28 29 30 31
45 44 43 42 41 40 39 38 37 36 47 46 21 20 19 18 17 16 15 14 13 12 23 22 33 32 31 30 29 28 27 26 25 24 35 34 9 8 7 6 5 4 3 2 1 0 11 10
46 47 36 37 38 39 40 41 42 43 44 45 10 11 0 1 2 3 4 5 6 7 8 9 34 35 24 25 26 27 28 29 30 31 32 33 22 23 12 13 14 15 16 17 18 19 20 21
47 46 45 44 43 42 41 40 39 38 37 36 11 10 9 8 7 6 5 4 3 2 1 0 23 22 21 20 19 18 17 16 15 14 13 12 35 34 33 32 31 30 29 28 27 26 25 24
Z2xZ2:Dic3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 6 11 4 9 2 7 0 5 10 3 8 13 18 23 16 21 14 19 12 17 22 15 20 37 42 47 40 45 38 43 36 41 46 39 44 25 30 35 28 33 26 31 24 29 34 27 32
2 3 4 5 6 7 8 9 10 11 0 1 26 27 28 29 30 31 32 33 34 35 24 25 38 39 40 41 42 43 44 45 46 47 36 37 14 15 16 17 18 19 20 21 22 23 12 13
3 8 1 6 11 4 9 2 7 0 5 10 27 32 25 30 35 28 33 26 31 24 29 34 15 20 13 18 23 16 21 14 19 12 17 22 39 44 37 42 47 40 45 38 43 36 41 46
4 5 6 7 8 9 10 11 0 1 2 3 40 41 42 43 44 45 46 47 36 37 38 39 16 17 18 19 20 21 22 23 12 13 14 15 28 29 30 31 32 33 34 35 24 25 26 27
5 10 3 8 1 6 11 4 9 2 7 0 41 46 39 44 37 42 47 40 45 38 43 36 29 34 27 32 25 30 35 28 33 26 31 24 17 22 15 20 13 18 23 16 21 14 19 12
6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17 30 31 32 33 34 35 24 25 26 27 28 29 42 43 44 45 46 47 36 37 38 39 40 41
7 0 5 10 3 8 1 6 11 4 9 2 19 12 17 22 15 20 13 18 23 16 21 14 43 36 41 46 39 44 37 42 47 40 45 38 31 24 29 34 27 32 25 30 35 28 33 26
8 9 10 11 0 1 2 3 4 5 6 7 32 33 34 35 24 25 26 27 28 29 30 31 44 45 46 47 36 37 38 39 40 41 42 43 20 21 22 23 12 13 14 15 16 17 18 19
9 2 7 0 5 10 3 8 1 6 11 4 33 26 31 24 29 34 27 32 25 30 35 28 21 14 19 12 17 22 15 20 13 18 23 16 45 38 43 36 41 46 39 44 37 42 47 40
10 11 0 1 2 3 4 5 6 7 8 9 46 47 36 37 38 39 40 41 42 43 44 45 22 23 12 13 14 15 16 17 18 19 20 21 34 35 24 25 26 27 28 29 30 31 32 33
11 4 9 2 7 0 5 10 3 8 1 6 47 40 45 38 43 36 41 46 39 44 37 42 35 28 33 26 31 24 29 34 27 32 25 30 23 16 21 14 19 12 17 22 15 20 13 18
12 13 14 15 16 17 18 19 20 21 22 23 0 1 2 3 4 5 6 7 8 9 10 11 36 37 38 39 40 41 42 43 44 45 46 47 24 25 26 27 28 29 30 31 32 33 34 35
13 18 23 16 21 14 19 12 17 22 15 20 1 6 11 4 9 2 7 0 5 10 3 8 25 30 35 28 33 26 31 24 29 34 27 32 37 42 47 40 45 38 43 36 41 46 39 44
14 15 16 17 18 19 20 21 22 23 12 13 38 39 40 41 42 43 44 45 46 47 36 37 26 27 28 29 30 31 32 33 34 35 24 25 2 3 4 5 6 7 8 9 10 11 0 1
15 20 13 18 23 16 21 14 19 12 17 22 39 44 37 42 47 40 45 38 43 36 41 46 3 8 1 6 11 4 9 2 7 0 5 10 27 32 25 30 35 28 33 26 31 24 29 34
16 17 18 19 20 21 22 23 12 13 14 15 28 29 30 31 32 33 34 35 24 25 26 27 4 5 6 7 8 9 10 11 0 1 2 3 40 41 42 43 44 45 46 47 36 37 38 39
17 22 15 20 13 18 23 16 21 14 19 12 29 34 27 32 25 30 35 28 33 26 31 24 41 46 39 44 37 42 47 40 45 38 43 36 5 10 3 8 1 6 11 4 9 2 7 0
18 19 20 21 22 23 12 13 14 15 16 17 6 7 8 9 10 11 0 1 2 3 4 5 42 43 44 45 46 47 36 37 38 39 40 41 30 31 32 33 34 35 24 25 26 27 28 29
19 12 17 22 15 20 13 18 23 16 21 14 7 0 5 10 3 8 1 6 11 4 9 2 31 24 29 34 27 32 25 30 35 28 33 26 43 36 41 46 39 44 37 42 47 40 45 38
20 21 22 23 12 13 14 15 16 17 18 19 44 45 46 47 36 37 38 39 40 41 42 43 32 33 34 35 24 25 26 27 28 29 30 31 8 9 10 11 0 1 2 3 4 5 6 7
21 14 19 12 17 22 15 20 13 18 23 16 45 38 43 36 41 46 39 44 37 42 47 40 9 2 7 0 5 10 3 8 1 6 11 4 33 26 31 24 29 34 27 32 25 30 35 28
22 23 12 13 14 15 16 17 18 19 20 21 34 35 24 25 26 27 28 29 30 31 32 33 10 11 0 1 2 3 4 5 6 7 8 9 46 47 36 37 38 39 40 41 42 43 44 45
23 16 21 14 19 12 17 22 15 20 13 18 35 28 33 26 31 24 29 34 27 32 25 30 47 40 45 38 43 36 41 46 39 44 37 42 11 4 9 2 7 0 5 10 3 8 1 6
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 30 35 28 33 26 31 24 29 34 27 32 37 42 47 40 45 38 43 36 41 46 39 44 13 18 23 16 21 14 19 12 17 22 15 20 1 6 11 4 9 2 7 0 5 10 3 8
26 27 28 29 30 31 32 33 34 35 24 25 2 3 4 5 6 7 8 9 10 11 0 1 14 15 16 17 18 19 20 21 22 23 12 13 38 39 40 41 42 43 44 45 46 47 36 37
27 32 25 30 35 28 33 26 31 24 29 34 3 8 1 6 11 4 9 2 7 0 5 10 39 44 37 42 47 40 45 38 43 36 41 46 15 20 13 18 23 16 21 14 19 12 17 22
28 29 30 31 32 33 34 35 24 25 26 27 16 17 18 19 20 21 22 23 12 13 14 15 40 41 42 43 44 45 46 47 36 37 38 39 4 5 6 7 8 9 10 11 0 1 2 3
29 34 27 32 25 30 35 28 33 26 31 24 17 22 15 20 13 18 23 16 21 14 19 12 5 10 3 8 1 6 11 4 9 2 7 0 41 46 39 44 37 42 47 40 45 38 43 36
30 31 32 33 34 35 24 25 26 27 28 29 42 43 44 45 46 47 36 37 38 39 40 41 6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17
31 24 29 34 27 32 25 30 35 28 33 26 43 36 41 46 39 44 37 42 47 40 45 38 19 12 17 22 15 20 13 18 23 16 21 14 7 0 5 10 3 8 1 6 11 4 9 2
32 33 34 35 24 25 26 27 28 29 30 31 8 9 10 11 0 1 2 3 4 5 6 7 20 21 22 23 12 13 14 15 16 17 18 19 44 45 46 47 36 37 38 39 40 41 42 43
33 26 31 24 29 34 27 32 25 30 35 28 9 2 7 0 5 10 3 8 1 6 11 4 45 38 43 36 41 46 39 44 37 42 47 40 21 14 19 12 17 22 15 20 13 18 23 16
34 35 24 25 26 27 28 29 30 31 32 33 22 23 12 13 14 15 16 17 18 19 20 21 46 47 36 37 38 39 40 41 42 43 44 45 10 11 0 1 2 3 4 5 6 7 8 9
35 28 33 26 31 24 29 34 27 32 25 30 23 16 21 14 19 12 17 22 15 20 13 18 11 4 9 2 7 0 5 10 3 8 1 6 47 40 45 38 43 36 41 46 39 44 37 42
36 37 38 39 40 41 42 43 44 45 46 47 24 25 26 27 28 29 30 31 32 33 34 35 12 13 14 15 16 17 18 19 20 21 22 23 0 1 2 3 4 5 6 7 8 9 10 11
37 42 47 40 45 38 43 36 41 46 39 44 25 30 35 28 33 26 31 24 29 34 27 32 1 6 11 4 9 2 7 0 5 10 3 8 13 18 23 16 21 14 19 12 17 22 15 20
38 39 40 41 42 43 44 45 46 47 36 37 14 15 16 17 18 19 20 21 22 23 12 13 2 3 4 5 6 7 8 9 10 11 0 1 26 27 28 29 30 31 32 33 34 35 24 25
39 44 37 42 47 40 45 38 43 36 41 46 15 20 13 18 23 16 21 14 19 12 17 22 27 32 25 30 35 28 33 26 31 24 29 34 3 8 1 6 11 4 9 2 7 0 5 10
