14 40
Z8xZ5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
39 38 33 32 35 34 37 36 31 30 25 24 27 26 29 28 23 22 17 16 19 18 21 20 15 14 9 8 11 10 13 12 7 6 1 0 3 2 5 4
Z5:Dic2
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
1 4 7 2 5 0 3 6 9 12 15 10 13 8 11 14 17 20 23 18 21 16 19 22 25 28 31 26 29 24 27 30 33 36 39 34 37 32 35 38
2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9 18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25 34 35 36 37 38 39 32 33
3 6 1 4 7 2 5 0 11 14 9 12 15 10 13 8 19 22 17 20 23 18 21 16 27 30 25 28 31 26 29 24 35 38 33 36 39 34 37 32
4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35
5 0 3 6 1 4 7 2 13 8 11 14 9 12 15 10 21 16 19 22 17 20 23 18 29 24 27 30 25 28 31 26 37 32 35 38 33 36 39 34
6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13 22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29 38 39 32 33 34 35 36 37
7 2 5 0 3 6 1 4 15 10 13 8 11 14 9 12 23 18 21 16 19 22 17 20 31 26 29 24 27 30 25 28 39 34 37 32 35 38 33 36
8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7
9 12 15 10 13 8 11 14 17 20 23 18 21 16 19 22 25 28 31 26 29 24 27 30 33 36 39 34 37 32 35 38 1 4 7 2 5 0 3 6
10 11 12 13 14 15 8 9 18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25 34 35 36 37 38 39 32 33 2 3 4 5 6 7 0 1
11 14 9 12 15 10 13 8 19 22 17 20 23 18 21 16 27 30 25 28 31 26 29 24 35 38 33 36 39 34 37 32 3 6 1 4 7 2 5 0
12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3
13 8 11 14 9 12 15 10 21 16 19 22 17 20 23 18 29 24 27 30 25 28 31 26 37 32 35 38 33 36 39 34 5 0 3 6 1 4 7 2
14 15 8 9 10 11 12 13 22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29 38 39 32 33 34 35 36 37 6 7 0 1 2 3 4 5
15 10 13 8 11 14 9 12 23 18 21 16 19 22 17 20 31 26 29 24 27 30 25 28 39 34 37 32 35 38 33 36 7 2 5 0 3 6 1 4
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 20 23 18 21 16 19 22 25 28 31 26 29 24 27 30 33 36 39 34 37 32 35 38 1 4 7 2 5 0 3 6 9 12 15 10 13 8 11 14
18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25 34 35 36 37 38 39 32 33 2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9
19 22 17 20 23 18 21 16 27 30 25 28 31 26 29 24 35 38 33 36 39 34 37 32 3 6 1 4 7 2 5 0 11 14 9 12 15 10 13 8
20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11
21 16 19 22 17 20 23 18 29 24 27 30 25 28 31 26 37 32 35 38 33 36 39 34 5 0 3 6 1 4 7 2 13 8 11 14 9 12 15 10
22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29 38 39 32 33 34 35 36 37 6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13
23 18 21 16 19 22 17 20 31 26 29 24 27 30 25 28 39 34 37 32 35 38 33 36 7 2 5 0 3 6 1 4 15 10 13 8 11 14 9 12
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 28 31 26 29 24 27 30 33 36 39 34 37 32 35 38 1 4 7 2 5 0 3 6 9 12 15 10 13 8 11 14 17 20 23 18 21 16 19 22
26 27 28 29 30 31 24 25 34 35 36 37 38 39 32 33 2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9 18 19 20 21 22 23 16 17
27 30 25 28 31 26 29 24 35 38 33 36 39 34 37 32 3 6 1 4 7 2 5 0 11 14 9 12 15 10 13 8 19 22 17 20 23 18 21 16
28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19
29 24 27 30 25 28 31 26 37 32 35 38 33 36 39 34 5 0 3 6 1 4 7 2 13 8 11 14 9 12 15 10 21 16 19 22 17 20 23 18
30 31 24 25 26 27 28 29 38 39 32 33 34 35 36 37 6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13 22 23 16 17 18 19 20 21
31 26 29 24 27 30 25 28 39 34 37 32 35 38 33 36 7 2 5 0 3 6 1 4 15 10 13 8 11 14 9 12 23 18 21 16 19 22 17 20
32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 36 39 34 37 32 35 38 1 4 7 2 5 0 3 6 9 12 15 10 13 8 11 14 17 20 23 18 21 16 19 22 25 28 31 26 29 24 27 30
34 35 36 37 38 39 32 33 2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9 18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25
35 38 33 36 39 34 37 32 3 6 1 4 7 2 5 0 11 14 9 12 15 10 13 8 19 22 17 20 23 18 21 16 27 30 25 28 31 26 29 24
36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27
37 32 35 38 33 36 39 34 5 0 3 6 1 4 7 2 13 8 11 14 9 12 15 10 21 16 19 22 17 20 23 18 29 24 27 30 25 28 31 26
38 39 32 33 34 35 36 37 6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13 22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29
39 34 37 32 35 38 33 36 7 2 5 0 3 6 1 4 15 10 13 8 11 14 9 12 23 18 21 16 19 22 17 20 31 26 29 24 27 30 25 28
