g6	n	Q	bip	dist	Rnum	Rden	R	w
L???C@_eG~Ky~_	13	20	13	25	625	75	8.3333	2,1,2,0,1,0,1,2,2,3,3,1,2
L???CB?~f{F{^o	13	23	15	24	600	154	3.8961	3,3,0,0,0,2,2,3,3,1,1,2,3
L????B_{?~@}~o	13	21	12	19	475	141	3.3688	0,1,2,3,1,1,0,1,2,2,3,3,2
L????B_s?~Dy~o	13	25	21	39	975	100	9.7500	0,2,3,2,0,0,1,2,3,4,3,3,2
L???C@_eG~Ky~_	13	21	14	33	825	91	9.0659	3,0,2,0,0,0,2,2,3,2,3,1,3
L????B_FG~[Y~o	13	20	12	19	475	100	4.7500	0,0,3,0,2,1,2,0,2,2,3,3,2
L???CB?~f{F{^o	13	24	18	27	675	126	5.3571	3,3,0,0,1,1,1,3,3,2,1,3,3
L????B_{?~@}~o	13	22	15	19	475	109	4.3578	0,1,2,3,0,0,1,2,3,3,3,2,2
L????B_FG~[Y~o	13	21	12	19	475	141	3.3688	0,2,0,0,2,0,2,1,4,3,2,2,3
L???CB?~f{F{^o	13	25	18	27	675	175	3.8571	3,3,0,0,0,1,2,3,3,2,2,3,3
L????B_FG~[Y~o	13	22	15	19	475	109	4.3578	0,1,2,0,1,2,1,2,3,3,2,2,3
L???C@_eG~Ky~_	13	22	15	32	800	109	7.3394	3,1,2,0,2,0,1,3,2,2,3,1,2
L????B_{?~@}~o	13	23	15	24	600	154	3.8961	1,2,0,2,0,0,2,1,3,4,3,2,3
L????B_FG~[Y~o	13	23	15	24	600	154	3.8961	0,1,2,0,2,2,1,2,3,2,3,3,2
L???C@_wC|B}^o	13	20	12	27	675	100	6.7500	3,1,2,0,0,1,2,2,2,1,2,2,2
L????B_{?~@}~o	13	24	16	28	700	176	3.9773	0,2,2,2,0,0,2,2,2,4,4,2,2
L???C@_eG~Ky~_	13	23	17	36	900	104	8.6538	3,0,3,0,0,2,1,2,3,2,3,1,3
L????B_FG~[Y~o	13	24	18	27	675	126	5.3571	0,2,1,0,2,1,0,3,3,3,3,3,3
L????B_{?~@}~o	13	25	18	27	675	175	3.8571	2,0,1,3,0,0,1,3,3,3,3,3,3
L????B_FG~[Y~o	13	25	18	26	650	175	3.7143	1,1,1,1,1,3,2,2,4,2,2,3,2
L???C@_wC|B}^o	13	21	14	33	825	91	9.0659	3,1,2,0,0,0,2,2,2,2,3,1,3
L???C@_eG~Ky~_	13	24	19	41	1025	101	10.1485	2,1,2,0,2,0,1,3,3,2,3,2,3
*** psi >= 1/25 : L????Bo{?^~w~o Q=20 bip=16 dist=0 w=1,3,0,0,0,2,2,0,1,3,4,0,4
*** psi >= 1/25 : L????Bo{?^~w~o Q=20 bip=16 dist=0 w=1,3,0,0,0,2,2,0,2,2,4,0,4
L???C@_wC|B}^o	13	22	16	33	825	84	9.8214	3,2,1,0,0,0,2,2,2,2,3,2,3
L????Bob_^MI~o	13	20	12	27	675	100	6.7500	2,0,0,1,0,0,3,2,3,2,2,3,2
L???C@_eG~Ky~_	13	25	21	39	975	100	9.7500	2,1,2,1,2,0,0,4,3,2,3,2,3
L???C@_wC|B}^o	13	23	17	36	900	104	8.6538	3,1,2,0,0,1,2,3,2,2,3,1,3
L???CB_fBEb{~_	13	20	13	25	625	75	8.3333	1,1,1,0,1,1,1,1,3,2,3,2,3
L???C@?~`~Nwng	13	20	12	27	675	100	6.7500	3,3,0,0,0,0,2,2,2,1,3,2,2
L????Bob_^MI~o	13	21	14	33	825	91	9.0659	2,0,1,1,0,2,0,2,3,3,3,3,1
L???C@_wC|B}^o	13	24	18	45	1125	126	8.9286	3,1,2,0,0,1,2,3,3,3,3,0,3
L???C@?~`~Nwng	13	21	14	33	825	91	9.0659	3,3,0,0,0,0,1,3,3,2,2,2,2
L????Bob_^MI~o	13	22	16	33	825	84	9.8214	2,0,0,2,0,0,2,2,3,3,3,3,2
L???CB_fBEb{~_	13	21	14	33	825	91	9.0659	1,3,0,0,0,3,0,2,2,2,3,3,2
L????Bob_^MI~o	13	23	17	36	900	104	8.6538	3,0,0,2,0,1,2,2,3,3,3,3,1
L???CB_fBEb{~_	13	22	16	33	825	84	9.8214	2,2,1,0,0,3,0,2,2,2,3,3,2
L???C@?~`~Nwng	13	22	16	33	825	84	9.8214	3,3,0,0,0,0,2,3,3,2,2,2,2
L???C@_wC|B}^o	13	25	21	39	975	100	9.7500	3,2,2,0,0,1,2,3,2,2,3,2,3
L???CB_fBEb{~_	13	23	17	36	900	104	8.6538	3,0,2,0,1,2,2,0,3,3,3,3,1
L????Bob_^MI~o	13	24	18	45	1125	126	8.9286	3,0,1,2,0,1,2,3,3,3,3,3,0
L???C@_fg~^o^o	13	20	12	27	675	100	6.7500	2,1,2,0,0,0,2,3,2,3,2,2,1
L???CB_fBEb{~_	13	24	19	41	1025	101	10.1485	2,3,0,1,1,1,1,2,2,3,3,3,2
L???C@_fg~^o^o	13	21	14	33	825	91	9.0659	3,0,3,0,1,0,0,3,3,2,2,2,2
L????Bob_^MI~o	13	25	21	39	975	100	9.7500	3,0,0,2,0,1,2,2,3,3,3,4,2
L???C@?~`~Nwng	13	23	18	33	825	79	10.4430	3,3,0,0,2,1,0,3,3,2,2,2,2
L???C@_fg~^o^o	13	22	16	33	825	84	9.8214	3,1,2,0,0,0,2,3,3,2,2,2,2
L???CB_fBEb{~_	13	25	21	39	975	100	9.7500	2,1,2,0,3,1,0,3,3,2,3,3,2
L???C@?{?^nwng	13	20	13	25	625	75	8.3333	2,2,1,0,0,0,1,2,3,3,1,3,2
L???C@?~`~Nwng	13	24	18	45	1125	126	8.9286	3,3,0,0,0,0,0,3,3,3,3,3,3
L???CB_Fz}^o~_	13	20	12	19	475	100	4.7500	2,2,1,0,0,0,2,3,2,3,2,0,3
L???C@_fg~^o^o	13	23	16	36	900	129	6.9767	2,3,0,0,0,0,2,4,3,2,2,3,2
L???CB_Fz}^o~_	13	21	12	19	475	141	3.3688	3,1,2,0,0,1,2,3,3,2,2,1,1
L???C@?{?^nwng	13	21	14	33	825	91	9.0659	3,3,0,0,0,2,0,2,2,2,1,3,3
L???CB_Fz}^o~_	13	22	15	19	475	109	4.3578	3,1,2,0,0,1,2,3,3,2,3,1,1
L???C@?~`~Nwng	13	25	21	39	975	100	9.7500	4,3,0,0,0,0,2,3,3,2,3,3,2
L???C@?{?^nwng	13	22	16	33	825	84	9.8214	3,3,0,0,0,0,2,2,2,2,2,3,3
L???C@_fg~^o^o	13	24	18	45	1125	126	8.9286	3,1,2,0,0,0,0,3,3,3,3,3,3
L???CB?OV{NwNk	13	20	12	27	675	100	6.7500	2,2,0,0,0,1,2,3,3,2,2,1,2
L???CB_Fz}^o~_	13	23	15	24	600	154	3.8961	3,1,2,0,0,2,2,3,3,2,3,1,1
L???C@?{?^nwng	13	23	17	36	900	104	8.6538	3,3,0,0,1,1,1,2,3,2,1,3,3
L???CB?OV{NwNk	13	21	14	33	825	91	9.0659	3,1,0,0,1,2,0,3,2,2,2,2,3
L???C@_fg~^o^o	13	25	21	39	975	100	9.7500	3,2,2,0,0,0,2,3,3,3,3,2,2
L???CB_Fz}^o~_	13	24	18	27	675	126	5.3571	3,1,2,0,0,2,1,3,3,3,3,1,2
L???CB?OV{NwNk	13	22	15	32	800	109	7.3394	3,2,0,0,0,2,2,3,3,3,1,1,2
L???C@?{?^nwng	13	24	19	41	1025	101	10.1485	3,3,0,1,0,0,2,2,3,2,2,3,3
L???CB_Fz}^o~_	13	25	18	27	675	175	3.8571	3,0,3,0,0,2,2,3,3,3,3,3,0
L???CB_WO~Rq~_	13	20	12	27	675	100	6.7500	2,1,2,0,0,1,2,3,2,2,2,2,1
L???CB?OV{NwNk	13	23	18	33	825	79	10.4430	3,3,0,0,0,2,1,3,2,2,2,2,3
L???CB_WO~Rq~_	13	21	14	33	825	91	9.0659	1,1,2,0,2,0,1,2,2,3,3,2,2
L???C@obG^MY~_	13	20	13	25	625	75	8.3333	2,1,0,1,0,1,1,3,2,3,2,1,3
L???C@?{?^nwng	13	25	21	39	975	100	9.7500	3,4,0,0,0,1,2,3,2,2,2,3,3
L???CB?OV{NwNk	13	24	18	45	1125	126	8.9286	3,0,0,0,0,1,2,3,3,3,3,3,3
L???CB_WO~Rq~_	13	22	16	33	825	84	9.8214	2,2,1,0,0,2,1,2,2,3,3,2,2
L???CB?~`~Nw^o	13	20	12	19	475	100	4.7500	3,2,0,0,0,1,2,2,3,2,2,0,3
L???C@obG^MY~_	13	21	14	33	825	91	9.0659	2,0,2,1,0,2,0,3,2,1,3,2,3
L???CB_WO~Rq~_	13	23	18	33	825	79	10.4430	3,1,2,0,0,1,2,2,2,3,3,2,2
L???CB?OV{NwNk	13	25	21	39	975	100	9.7500	3,2,0,0,0,2,2,3,3,3,2,2,3
L???CB?~`~Nw^o	13	21	12	19	475	141	3.3688	3,3,0,0,1,1,1,2,2,2,3,0,3
L???C@obG^MY~_	13	22	16	32	800	84	9.5238	3,0,1,2,0,1,1,2,2,2,3,2,3
L???CB?~`~Nw^o	13	22	15	19	475	109	4.3578	3,3,0,0,0,2,1,2,3,2,3,2,1
L???C@_cG~Ly~_	13	20	13	25	625	75	8.3333	2,0,3,1,0,0,1,2,2,3,3,1,2
L???CB?~`~Nw^o	13	23	15	24	600	154	3.8961	3,3,0,0,0,2,2,3,3,2,2,2,1
L???C@obG^MY~_	13	23	17	36	900	104	8.6538	2,0,0,3,2,1,0,3,3,1,3,2,3
L???CB_WO~Rq~_	13	24	18	45	1125	126	8.9286	0,1,2,0,0,1,2,3,3,3,3,3,3
L???CB?~`~Nw^o	13	24	18	27	675	126	5.3571	3,3,0,0,0,3,0,3,3,3,3,3,0
L???C@_cG~Ly~_	13	21	14	33	825	91	9.0659	3,2,0,0,0,1,1,2,3,2,3,1,3
L???C@obG^MY~_	13	24	19	41	1025	101	10.1485	3,0,0,3,1,0,2,2,3,2,3,2,3
L???CB?~`~Nw^o	13	25	18	26	650	175	3.7143	3,4,0,0,4,1,0,4,3,2,2,0,2
L???CB_WO~Rq~_	13	25	21	39	975	100	9.7500	2,1,2,0,0,2,2,3,3,3,3,2,2
L???C@_cG~Ly~_	13	22	15	32	800	109	7.3394	3,1,2,2,0,0,1,3,2,2,3,1,2
L???CB_Fz}Nw~_	13	20	12	19	475	100	4.7500	3,0,2,0,0,1,2,2,3,2,2,1,2
L???C@_{C|@}^o	13	20	13	25	625	75	8.3333	2,0,2,1,0,0,1,3,2,3,3,1,2
L???C@obG^MY~_	13	25	21	39	975	100	9.7500	2,0,1,2,1,2,0,4,3,2,3,2,3
L???CBoB~{^o^o	13	20	12	19	475	100	4.7500	2,2,1,0,0,1,1,3,2,3,1,2,2
L???CB_Fz}Nw~_	13	21	12	19	475	141	3.3688	3,0,2,0,0,0,3,2,3,2,2,2,2
L???C@_cG~Ly~_	13	23	18	33	825	79	10.4430	3,2,0,0,0,1,1,2,3,2,3,3,3
L???C@_{C|@}^o	13	21	14	33	825	91	9.0659	3,3,0,0,0,1,1,2,2,2,3,1,3
L???CBoB~{^o^o	13	21	12	19	475	141	3.3688	3,2,1,0,0,2,1,3,2,3,0,2,2
L???CB_Fz}Nw~_	13	22	15	19	475	109	4.3578	3,1,2,0,0,1,2,3,3,2,1,2,2
L???CBoB~{^o^o	13	22	15	19	475	109	4.3578	2,0,1,2,0,1,2,3,3,3,2,1,2
L???C@_{C|@}^o	13	22	16	33	825	84	9.8214	3,1,2,0,0,0,2,2,2,2,3,2,3
L???CB_Fz}Nw~_	13	23	15	24	600	154	3.8961	3,1,2,0,0,2,2,3,3,2,2,1,2
L???C@_cG~Ly~_	13	24	19	41	1025	101	10.1485	3,0,2,1,0,0,2,3,3,2,3,2,3
L???CBoB~{^o^o	13	23	15	24	600	154	3.8961	3,0,1,2,0,2,2,3,3,2,1,1,3
L???CB_Fz}Nw~_	13	24	18	27	675	126	5.3571	3,0,3,0,1,1,1,3,3,3,2,1,3
L???C@_{C|@}^o	13	23	17	36	900	104	8.6538	3,1,2,0,1,0,2,2,3,2,3,1,3
L???CBoB~{^o^o	13	24	18	27	675	126	5.3571	3,0,1,2,1,1,1,3,3,3,2,1,3
L???CB_Fz}Nw~_	13	25	18	27	675	175	3.8571	3,1,2,0,0,1,2,3,3,3,3,1,3
L???C@_cG~Ly~_	13	25	21	39	975	100	9.7500	4,1,2,0,0,1,2,2,3,2,3,2,3
L???CBoB~{^o^o	13	25	18	26	650	175	3.7143	4,1,2,2,1,0,3,3,2,3,0,2,2
L???C@_{C|@}^o	13	24	19	41	1025	101	10.1485	3,1,2,1,0,1,1,2,3,2,3,2,3
L???C@obg^^o^o	13	20	12	27	675	100	6.7500	3,0,1,2,0,0,2,2,2,2,3,1,2
L???CB_e?~Ky~_	13	20	13	25	625	75	8.3333	1,2,0,1,1,0,1,1,3,2,2,3,3
L???C@_{C|@}^o	13	25	21	39	975	100	9.7500	4,1,2,0,0,1,2,2,3,2,3,2,3
L???EA_MQLb{~_	13	20	13	27	675	75	9.0000	2,1,1,0,2,2,0,2,2,2,2,1,3
*** psi >= 1/25 : L???CB_w?~nw~_ Q=20 bip=16 dist=0 w=3,1,0,1,1,0,2,0,1,3,4,0,4
L???C@obg^^o^o	13	21	14	33	825	91	9.0659	3,2,0,1,0,1,0,3,3,2,2,2,2
L???CB_w?~nw~_	13	20	12	19	475	100	4.7500	3,1,1,0,0,1,2,2,2,1,2,3,2
L???CB_e?~Ky~_	13	21	15	24	600	66	9.0909	2,1,1,2,1,0,1,1,3,2,3,2,2
L???CB_w?~nw~_	13	21	12	19	475	141	3.3688	3,1,2,0,0,0,3,3,1,1,3,2,2
L???C@obg^^o^o	13	22	16	33	825	84	9.8214	3,0,1,2,0,0,2,3,3,2,2,2,2
L???CB_w?~nw~_	13	22	15	19	475	109	4.3578	2,2,1,0,0,1,2,3,1,2,3,2,3
L???EA_MQLb{~_	13	21	14	32	800	91	8.7912	1,2,2,0,2,0,2,2,2,2,2,2,2
L???CB_e?~Ky~_	13	22	16	32	800	84	9.5238	2,2,0,0,3,0,1,1,3,2,3,3,2
L???CB_w?~nw~_	13	23	15	24	600	154	3.8961	3,1,2,0,0,2,2,3,1,2,2,3,2
L???C@obg^^o^o	13	23	18	33	825	79	10.4430	3,2,0,1,0,1,2,3,3,2,2,2,2
L???CB_w?~nw~_	13	24	18	27	675	126	5.3571	3,0,3,0,0,3,0,3,0,3,3,3,3
L???EA_MQLb{~_	13	22	16	36	900	84	10.7143	2,2,2,0,2,0,2,2,2,2,2,2,2
L???CB_e?~Ky~_	13	23	18	33	825	79	10.4430	2,0,2,2,0,0,2,0,3,3,3,3,3
L???CB_w?~nw~_	13	25	18	26	650	175	3.7143	3,2,2,0,0,2,3,4,0,3,2,2,2
L???C@obg^^o^o	13	24	18	45	1125	126	8.9286	3,0,1,2,0,0,0,3,3,3,3,3,3
L???CB_e?~Ky~_	13	24	19	41	1025	101	10.1485	2,0,2,1,2,0,2,1,3,3,3,3,2
L???EA_MQLb{~_	13	23	18	36	900	79	11.3924	2,2,2,0,2,0,2,2,2,2,2,2,3
L???CB_WO|~o^o	13	20	12	27	675	100	6.7500	2,0,2,0,0,1,2,3,3,2,2,2,1
L???C@obg^^o^o	13	25	21	39	975	100	9.7500	3,0,2,2,0,0,2,3,3,3,3,2,2
L???EA_MQLb{~_	13	24	19	43	1075	101	10.6436	1,2,3,0,1,0,2,3,2,2,2,3,3
L???CB_WO|~o^o	13	21	14	33	825	91	9.0659	3,0,1,0,0,0,3,3,2,2,3,2,2
L???CB_e?~Ky~_	13	25	21	39	975	100	9.7500	2,1,2,2,2,0,0,3,3,2,3,3,2
L???EA_MQLb{~_	13	25	21	43	1075	100	10.7500	2,2,1,0,3,1,0,3,3,2,3,2,3
L???CB_WO|b{~_	13	20	12	27	675	100	6.7500	2,1,2,0,0,1,2,3,2,2,2,1,2
L???CB_WO|~o^o	13	22	16	33	825	84	9.8214	3,0,2,0,0,1,2,3,2,2,3,2,2
L???EB_w@}^oF{	13	20	12	19	475	100	4.7500	2,1,2,0,0,2,1,2,0,3,3,2,2
L???EA_Np}Js~_	13	20	12	27	675	100	6.7500	1,2,2,1,1,0,1,3,3,2,0,2,2
L???EB_w@}^oF{	13	21	12	19	475	141	3.3688	0,2,3,0,2,0,1,3,1,1,2,3,3
L???CB_WO|b{~_	13	21	14	33	825	91	9.0659	2,1,1,2,0,1,0,3,1,3,2,2,3
L???CB_WO|~o^o	13	23	18	33	825	79	10.4430	3,2,1,0,0,1,2,3,2,2,3,2,2
L???EB_w@}^oF{	13	22	15	19	475	109	4.3578	1,1,3,0,1,0,2,3,1,2,2,3,3
L???EA_Np}Js~_	13	21	14	33	825	91	9.0659	2,2,2,0,0,0,2,3,3,2,1,3,1
L???EB_w@}^oF{	13	23	15	24	600	154	3.8961	0,3,2,0,0,0,3,2,0,3,4,3,3
L???CB_WO|b{~_	13	22	16	33	825	84	9.8214	2,0,2,0,1,1,1,3,2,3,2,2,3
L???EB_w@}^oF{	13	24	18	27	675	126	5.3571	1,2,3,0,0,2,1,3,2,1,3,3,3
L???CB_WO|~o^o	13	24	18	45	1125	126	8.9286	3,0,0,0,0,1,2,3,3,3,3,3,3
L???EA_Np}Js~_	13	22	16	33	825	84	9.8214	2,2,2,0,0,0,2,3,3,1,2,3,2
L???EB_w@}^oF{	13	25	17	28	700	200	3.5000	0,3,2,0,1,1,2,3,2,2,4,3,2
L???CB_WO|b{~_	13	23	17	36	900	104	8.6538	3,0,2,0,0,1,2,3,1,3,2,3,3
L???EB_No~^o~_	13	20	12	19	475	100	4.7500	1,2,2,0,0,2,1,2,3,3,2,2,0
L???EA_Np}Js~_	13	23	18	33	825	79	10.4430	2,2,2,0,1,0,1,3,3,2,1,3,3
L???CB_WO|~o^o	13	25	21	39	975	100	9.7500	3,0,2,0,0,0,3,3,2,2,4,3,3
L???EB_No~^o~_	13	21	12	19	475	141	3.3688	1,2,2,0,0,2,2,2,3,3,2,1,1
L???CB_Fw~Nw~_	13	20	12	19	475	100	4.7500	3,2,0,0,0,2,1,2,3,0,2,3,2
L???EB_No~^o~_	13	22	15	19	475	109	4.3578	1,2,3,0,0,2,1,3,2,2,3,0,3
L???CB_WO|b{~_	13	24	18	45	1125	126	8.9286	3,1,2,0,0,1,2,3,0,3,3,3,3
L???EB_No~^o~_	13	23	15	24	600	154	3.8961	1,2,3,0,0,2,2,3,3,3,2,1,1
L???CB_Fw~Nw~_	13	21	12	19	475	141	3.3688	2,3,1,1,0,1,0,3,2,0,3,2,3
L???EA_Np}Js~_	13	24	18	45	1125	126	8.9286	3,3,3,0,0,2,1,3,3,0,3,3,0
L???EB_No~^o~_	13	24	18	27	675	126	5.3571	3,0,3,0,0,1,2,3,3,3,3,2,1
L???CB_Fw~Nw~_	13	22	15	19	475	109	4.3578	3,1,2,0,0,1,2,3,3,1,1,3,2
L???EB_No~^o~_	13	25	18	26	650	175	3.7143	2,0,2,0,2,0,1,4,5,3,2,1,3
L???CB_WO|b{~_	13	25	21	39	975	100	9.7500	2,1,2,0,0,1,2,4,2,3,3,2,3
L???EA_Np}Js~_	13	25	21	39	975	100	9.7500	3,3,2,0,0,0,2,3,3,1,3,3,2
L???CB_Fw~Nw~_	13	23	15	24	600	154	3.8961	3,1,2,0,0,2,2,3,3,1,1,3,2
L???C@o{C\@}^o	13	20	12	27	675	100	6.7500	3,0,1,2,0,1,2,2,2,1,2,2,2
L???E?oMO^Wu~_	13	20	13	25	625	75	8.3333	1,2,0,2,1,0,1,2,2,3,3,1,2
L???CB_Fw~Nw~_	13	24	18	27	675	126	5.3571	3,0,3,0,0,1,2,3,3,0,3,3,3
L???EB_s?~Dy~_	13	20	13	25	625	75	8.3333	1,2,2,3,0,0,1,1,2,2,2,3,1
L???C@o{C\@}^o	13	21	14	33	825	91	9.0659	3,0,1,2,0,0,2,2,2,2,3,1,3
L???CB_Fw~Nw~_	13	25	18	27	675	175	3.8571	3,2,1,0,1,2,0,3,3,1,2,3,4
L???E?oMO^Wu~_	13	21	14	33	825	91	9.0659	1,1,1,2,0,0,2,3,2,2,3,1,3
L???EB_s?~Dy~_	13	21	15	24	600	66	9.0909	1,1,3,2,0,0,1,1,2,3,2,3,2
L???CBo{?^~o^o	13	20	12	19	475	100	4.7500	3,0,0,2,0,1,2,2,2,1,2,2,3
L???C@o{C\@}^o	13	22	16	33	825	84	9.8214	3,0,2,1,0,2,0,2,2,2,3,2,3
L???E?oMO^Wu~_	13	22	16	33	825	84	9.8214	2,0,1,2,0,0,2,3,2,2,3,2,3
L???CBo{?^~o^o	13	21	12	19	475	141	3.3688	3,0,2,1,2,1,0,2,2,1,2,2,3
L???C@o{C\@}^o	13	23	18	33	825	79	10.4430	3,1,1,1,0,0,2,2,2,2,3,3,3
L???E?oMO^Wu~_	13	23	17	36	900	104	8.6538	2,0,1,2,0,0,3,3,3,2,3,1,3
L???EB_s?~Dy~_	13	22	16	33	825	84	9.8214	1,1,2,2,0,1,1,0,3,3,3,3,2
L???CBo{?^~o^o	13	22	15	19	475	109	4.3578	3,2,1,0,0,1,2,3,2,1,2,2,3
L???E?oMO^Wu~_	13	24	19	41	1025	101	10.1485	2,0,3,0,1,0,2,3,3,2,3,2,3
L???CBo{?^~o^o	13	23	15	24	600	154	3.8961	3,0,1,2,0,2,2,3,1,2,2,2,3
L???EB_s?~Dy~_	13	23	17	36	900	104	8.6538	1,2,3,2,0,0,2,0,3,3,3,3,1
L???C@o{C\@}^o	13	24	18	45	1125	126	8.9286	3,0,1,2,0,1,2,3,3,3,3,0,3
L???CBo{?^~o^o	13	24	18	27	675	126	5.3571	3,0,1,2,0,1,2,3,1,2,3,3,3
L???E?oMO^Wu~_	13	25	20	45	1125	125	9.0000	2,1,1,2,1,1,2,3,3,2,3,1,3
L???CBo{?^~o^o	13	25	18	26	650	175	3.7143	3,0,2,2,1,2,2,4,1,2,2,2,2
L???EB_s?~Dy~_	13	24	19	41	1025	101	10.1485	0,2,2,3,0,0,2,1,3,3,3,3,2
L???C@o{C\@}^o	13	25	21	39	975	100	9.7500	3,0,2,2,0,1,2,3,2,2,3,2,3
L???CBob_^MI~_	13	20	12	27	675	100	6.7500	2,0,1,2,0,1,2,3,2,2,2,2,1
L???EAo[A\PqNo	13	20	12	40	1000	100	10.0000	2,2,0,2,0,0,2,2,2,2,2,2,2
L???EB_s?~Dy~_	13	25	21	39	975	100	9.7500	2,0,3,2,1,0,2,0,3,4,3,3,2
L???EA_W@}Jsfc	13	20	12	40	1000	100	10.0000	2,2,2,0,0,0,2,2,2,2,2,2,2
L???CBob_^MI~_	13	21	14	33	825	91	9.0659	1,0,3,0,1,0,2,2,2,2,3,3,2
L???EB_No~B{~_	13	20	12	19	475	100	4.7500	3,0,2,0,0,0,3,2,3,3,0,2,2
L???EB_No~B{~_	13	21	12	19	475	141	3.3688	2,0,3,0,0,1,1,4,2,2,2,1,3
L???EAo[A\PqNo	13	21	12	40	1000	141	7.0922	2,2,0,2,0,0,2,3,2,2,2,2,2
L???CBob_^MI~_	13	22	16	33	825	84	9.8214	2,1,2,0,0,2,1,2,2,2,3,3,2
L???EB_No~B{~_	13	22	15	19	475	109	4.3578	1,2,3,0,0,1,2,3,3,3,1,1,2
L???EA_W@}Jsfc	13	21	12	40	1000	141	7.0922	2,2,2,0,0,1,2,2,2,2,2,2,2
L???EB_No~B{~_	13	23	15	24	600	154	3.8961	1,2,3,0,0,2,2,3,3,3,1,1,2
L???CBob_^MI~_	13	23	18	33	825	79	10.4430	3,0,2,1,0,0,3,2,2,2,3,3,2
L???EB_No~B{~_	13	24	18	27	675	126	5.3571	0,3,3,0,1,1,1,3,3,3,0,3,3
L???EA_W@}Jsfc	13	22	14	42	1050	134	7.8358	3,2,1,0,0,0,3,3,2,1,2,3,2
L???EAo[A\PqNo	13	22	14	42	1050	134	7.8358	1,2,1,2,0,0,3,1,2,3,3,2,2
L???EB_No~B{~_	13	25	18	26	650	175	3.7143	0,3,4,0,1,1,3,4,3,2,0,2,2
L???CBob_^MI~_	13	24	18	45	1125	126	8.9286	0,0,1,2,0,1,2,3,3,3,3,3,3
L???EA_W@}Jsfc	13	23	16	40	1000	129	7.7519	3,2,2,0,0,0,3,3,1,2,3,1,3
L???EAo[A\PqNo	13	23	16	40	1000	129	7.7519	3,2,0,2,0,3,0,1,3,2,3,3,1
L???E?oB^cfwrg	13	20	13	25	625	75	8.3333	2,1,0,2,1,0,1,2,2,3,1,3,2
L???CBob_^MI~_	13	25	21	39	975	100	9.7500	2,1,1,1,2,0,2,3,3,2,3,3,2
L???EB?{?^~oNw	13	20	12	19	475	100	4.7500	2,0,0,3,1,1,0,2,1,2,3,3,2
L???EB?{?^~oNw	13	21	12	19	475	141	3.3688	0,3,0,3,2,0,1,2,1,3,2,2,2
L???E?oB^cfwrg	13	21	14	33	825	91	9.0659	3,0,3,0,1,1,0,2,2,1,2,3,3
L???EA_W@}Jsfc	13	24	18	47	1175	126	9.3254	2,2,3,0,0,2,1,0,3,3,2,3,3
L???EB?{?^~oNw	13	22	15	19	475	109	4.3578	1,2,1,2,0,1,2,1,2,3,2,2,3
L???EAo[A\PqNo	13	24	18	47	1175	126	9.3254	3,3,0,0,0,0,3,3,2,2,3,3,2
L???EB?{?^~oNw	13	23	15	24	600	154	3.8961	1,2,1,2,0,2,2,1,2,3,2,2,3
L???E?oB^cfwrg	13	22	16	33	825	84	9.8214	3,0,2,1,0,2,0,2,2,2,2,3,3
L???EA_W@}Jsfc	13	25	18	55	1375	175	7.8571	3,3,1,0,0,1,2,3,2,2,2,3,3
L???EB?{?^~oNw	13	24	18	27	675	126	5.3571	1,2,1,2,0,1,2,1,2,3,3,3,3
L???E?oB^cfwrg	13	23	17	36	900	104	8.6538	2,1,2,1,2,1,0,3,2,1,2,3,3
L???EA_Nq|^o~_	13	20	12	27	675	100	6.7500	1,2,2,0,0,1,2,3,3,2,2,1,1
L???EB?{?^~oNw	13	25	18	27	675	175	3.8571	2,1,0,3,1,1,2,1,2,3,3,3,3
L???EAo[A\PqNo	13	25	19	54	1350	150	9.0000	2,2,0,3,0,2,1,2,2,3,2,3,3
L???EA_KO~Hu~_	13	20	13	27	675	75	9.0000	2,1,1,2,0,0,2,2,2,2,1,2,3
L???EA_Nq|^o~_	13	21	14	33	825	91	9.0659	2,2,2,0,0,0,2,3,3,3,3,0,1
L???E?oB^cfwrg	13	24	19	41	1025	101	10.1485	1,2,1,2,0,2,1,3,2,2,2,3,3
L???EAoRi\Fw~_	13	20	12	27	675	100	6.7500	3,2,2,0,0,0,1,2,2,2,1,3,2
L???EA_Nq|^o~_	13	22	16	33	825	84	9.8214	2,2,2,0,0,0,2,3,3,3,3,1,1
L???EA_KO~Hu~_	13	21	14	33	825	91	9.0659	2,0,2,0,0,2,1,3,1,3,2,2,3
L???E?oB^cfwrg	13	25	21	39	975	100	9.7500	2,2,1,2,1,2,0,2,3,2,2,3,3
L???EAoRi\Fw~_	13	21	14	33	825	91	9.0659	2,2,0,2,0,0,2,3,3,2,1,3,1
L???EA_Nq|^o~_	13	23	18	33	825	79	10.4430	2,2,2,0,0,0,2,3,3,3,3,3,0
L???EA_KO~Hu~_	13	22	16	36	900	84	10.7143	2,2,2,2,0,0,2,2,2,2,2,2,2
L???EAoRi\Fw~_	13	22	16	33	825	84	9.8214	2,2,0,2,0,1,1,3,3,1,2,3,2
L???EAoRG^EY~_	13	20	13	26	650	75	8.6667	2,1,0,1,1,0,2,2,2,3,2,2,2
L???EAoRi\Fw~_	13	23	18	33	825	79	10.4430	2,2,1,1,0,0,2,3,3,2,1,3,3
L???EAoRG^EY~_	13	21	15	24	600	66	9.0909	3,0,0,1,3,0,1,2,2,2,2,2,3
